Composition: 65% KNO3 / 35% sugar | r=6.29 mol | K2CO3 yield = 44.4 wt% | dTad = 1300 K | Tad = 1598 K
step   time[s] iter  Tmax[K]  Tvent[K]  Pchamber[kPa]  Pfield[Pa]  Uvent[m/s]  K2CO3[kg]  meanYfu  SMAX
 3309    3.309    1    923.9    814.1       103.61       4.60  6.512e+01  1.423e-04  0.6981  2.83e-08
 3310    3.310    1    923.9    814.1       103.61       4.60  6.512e+01  1.423e-04  0.6980  2.83e-08
 3311    3.311    1    923.9    814.0       103.61       4.60  6.512e+01  1.424e-04  0.6979  2.83e-08
 3312    3.312    1    923.9    814.0       103.61       4.60  6.512e+01  1.424e-04  0.6978  2.83e-08
 3313    3.313    1    923.9    814.0       103.61       4.60  6.512e+01  1.425e-04  0.6977  2.83e-08
 3314    3.314    1    923.9    814.0       103.61       4.60  6.511e+01  1.425e-04  0.6976  2.83e-08
 3315    3.315    1    923.9    814.0       103.61       4.60  6.511e+01  1.426e-04  0.6975  2.83e-08
 3316    3.316    1    923.9    813.9       103.61       4.61  6.511e+01  1.426e-04  0.6973  2.83e-08
 3317    3.317    1    923.9    813.9       103.61       4.61  6.511e+01  1.427e-04  0.6972  2.83e-08
 3318    3.318    1    923.9    813.9       103.61       4.61  6.511e+01  1.427e-04  0.6971  2.83e-08
 3319    3.319    1    923.9    813.9       103.61       4.61  6.510e+01  1.428e-04  0.6970  2.83e-08
 3320    3.320    1    923.9    813.8       103.61       4.61  6.510e+01  1.428e-04  0.6969  2.83e-08
   >> t=3.320 s | 2-D flow: m_gen=+3.04e-04 m_vent=+2.89e-04 kg/s/m (Pfield=4.6 Pa) | chamber: Mdot_gen=+3.61e-01 mdot_vent=+3.61e-01 kg/s/m -> dP=+2.61 kPa
 3321    3.321    1    923.9    813.8       103.61       4.61  6.510e+01  1.429e-04  0.6968  2.83e-08
 3322    3.322    1    923.9    813.8       103.61       4.61  6.510e+01  1.429e-04  0.6967  2.83e-08
 3323    3.323    1    923.9    813.8       103.61       4.61  6.510e+01  1.429e-04  0.6966  2.83e-08
 3324    3.324    1    923.9    813.7       103.61       4.61  6.510e+01  1.430e-04  0.6965  2.83e-08
 3325    3.325    1    923.9    813.7       103.61       4.61  6.509e+01  1.430e-04  0.6964  2.83e-08
 3326    3.326    1    923.9    813.7       103.61       4.61  6.509e+01  1.431e-04  0.6963  2.83e-08
 3327    3.327    1    923.9    813.7       103.61       4.61  6.509e+01  1.431e-04  0.6962  2.83e-08
 3328    3.328    1    923.9    813.6       103.61       4.61  6.509e+01  1.432e-04  0.6961  2.83e-08
 3329    3.329    1    923.9    813.6       103.61       4.61  6.509e+01  1.432e-04  0.6960  2.83e-08
 3330    3.330    1    923.9    813.6       103.61       4.62  6.508e+01  1.433e-04  0.6959  2.83e-08
 3331    3.331    1    923.9    813.6       103.61       4.62  6.508e+01  1.433e-04  0.6958  2.83e-08
 3332    3.332    1    923.8    813.5       103.61       4.62  6.508e+01  1.434e-04  0.6957  2.83e-08
 3333    3.333    1    923.8    813.5       103.61       4.62  6.508e+01  1.434e-04  0.6955  2.83e-08
 3334    3.334    1    923.8    813.5       103.61       4.62  6.508e+01  1.435e-04  0.6954  2.83e-08
 3335    3.335    1    923.8    813.5       103.61       4.62  6.507e+01  1.435e-04  0.6953  2.83e-08
 3336    3.336    1    923.8    813.4       103.61       4.62  6.507e+01  1.436e-04  0.6952  2.83e-08
 3337    3.337    1    923.8    813.4       103.61       4.62  6.507e+01  1.436e-04  0.6951  2.83e-08
 3338    3.338    1    923.8    813.4       103.61       4.62  6.507e+01  1.437e-04  0.6950  2.83e-08
 3339    3.339    1    923.8    813.4       103.61       4.62  6.507e+01  1.437e-04  0.6949  2.83e-08
 3340    3.340    1    923.8    813.3       103.61       4.62  6.506e+01  1.438e-04  0.6948  2.83e-08
 3341    3.341    1    923.8    813.3       103.61       4.62  6.506e+01  1.438e-04  0.6947  2.83e-08
 3342    3.342    1    923.8    813.3       103.61       4.62  6.506e+01  1.439e-04  0.6946  2.83e-08
 3343    3.343    1    923.8    813.3       103.61       4.62  6.506e+01  1.439e-04  0.6945  2.83e-08
 3344    3.344    1    923.8    813.2       103.61       4.62  6.506e+01  1.440e-04  0.6944  2.83e-08
 3345    3.345    1    923.8    813.2       103.61       4.63  6.506e+01  1.440e-04  0.6943  2.82e-08
 3346    3.346    1    923.8    813.2       103.61       4.63  6.505e+01  1.441e-04  0.6942  2.82e-08
 3347    3.347    1    923.8    813.2       103.61       4.63  6.505e+01  1.441e-04  0.6941  2.82e-08
 3348    3.348    1    923.8    813.2       103.61       4.63  6.505e+01  1.442e-04  0.6940  2.82e-08
 3349    3.349    1    923.8    813.1       103.61       4.63  6.505e+01  1.442e-04  0.6939  2.82e-08
 3350    3.350    1    923.8    813.1       103.61       4.63  6.505e+01  1.443e-04  0.6937  2.82e-08
 3351    3.351    1    923.8    813.1       103.61       4.63  6.504e+01  1.443e-04  0.6936  2.82e-08
 3352    3.352    1    923.8    813.1       103.61       4.63  6.504e+01  1.444e-04  0.6935  2.82e-08
 3353    3.353    1    923.8    813.0       103.61       4.63  6.504e+01  1.444e-04  0.6934  2.82e-08
 3354    3.354    1    923.7    813.0       103.61       4.63  6.504e+01  1.445e-04  0.6933  2.82e-08
 3355    3.355    1    923.7    813.0       103.61       4.63  6.504e+01  1.445e-04  0.6932  2.82e-08
 3356    3.356    1    923.7    813.0       103.61       4.63  6.503e+01  1.445e-04  0.6931  2.82e-08
 3357    3.357    1    923.7    812.9       103.61       4.63  6.503e+01  1.446e-04  0.6930  2.82e-08
 3358    3.358    1    923.7    812.9       103.61       4.63  6.503e+01  1.446e-04  0.6929  2.82e-08
 3359    3.359    1    923.7    812.9       103.61       4.64  6.503e+01  1.447e-04  0.6928  2.82e-08
 3360    3.360    1    923.7    812.9       103.61       4.64  6.503e+01  1.447e-04  0.6927  2.82e-08
   >> t=3.360 s | 2-D flow: m_gen=+3.02e-04 m_vent=+2.88e-04 kg/s/m (Pfield=4.6 Pa) | chamber: Mdot_gen=+3.61e-01 mdot_vent=+3.61e-01 kg/s/m -> dP=+2.61 kPa
 3361    3.361    1    923.7    812.8       103.61       4.64  6.502e+01  1.448e-04  0.6926  2.82e-08
 3362    3.362    1    923.7    812.8       103.61       4.64  6.502e+01  1.448e-04  0.6925  2.82e-08
 3363    3.363    1    923.7    812.8       103.61       4.64  6.502e+01  1.449e-04  0.6924  2.82e-08
 3364    3.364    1    923.7    812.8       103.61       4.64  6.502e+01  1.449e-04  0.6923  2.82e-08
 3365    3.365    1    923.7    812.7       103.61       4.64  6.502e+01  1.450e-04  0.6922  2.82e-08
 3366    3.366    1    923.7    812.7       103.61       4.64  6.501e+01  1.450e-04  0.6921  2.82e-08
 3367    3.367    1    923.7    812.7       103.61       4.64  6.501e+01  1.451e-04  0.6920  2.82e-08
 3368    3.368    1    923.6    812.7       103.61       4.64  6.501e+01  1.451e-04  0.6918  2.82e-08
 3369    3.369    1    923.6    812.6       103.61       4.64  6.501e+01  1.452e-04  0.6917  2.82e-08
 3370    3.370    1    923.6    812.6       103.61       4.64  6.501e+01  1.452e-04  0.6916  2.82e-08
 3371    3.371    1    923.6    812.6       103.61       4.64  6.500e+01  1.453e-04  0.6915  2.82e-08
 3372    3.372    1    923.6    812.6       103.61       4.64  6.500e+01  1.453e-04  0.6914  2.82e-08
 3373    3.373    1    923.6    812.5       103.61       4.65  6.500e+01  1.454e-04  0.6913  2.82e-08
 3374    3.374    1    923.6    812.5       103.61       4.65  6.500e+01  1.454e-04  0.6912  2.82e-08
 3375    3.375    1    923.6    812.5       103.61       4.65  6.500e+01  1.455e-04  0.6911  2.82e-08
 3376    3.376    1    923.6    812.5       103.61       4.65  6.500e+01  1.455e-04  0.6910  2.82e-08
 3377    3.377    1    923.6    812.4       103.61       4.65  6.499e+01  1.456e-04  0.6909  2.82e-08
 3378    3.378    1    923.6    812.4       103.61       4.65  6.499e+01  1.456e-04  0.6908  2.82e-08
 3379    3.379    1    923.6    812.4       103.61       4.65  6.499e+01  1.457e-04  0.6907  2.82e-08
 3380    3.380    1    923.5    812.4       103.61       4.65  6.499e+01  1.457e-04  0.6906  2.82e-08
 3381    3.381    1    923.5    812.3       103.61       4.65  6.499e+01  1.458e-04  0.6905  2.82e-08
 3382    3.382    1    923.5    812.3       103.61       4.65  6.498e+01  1.458e-04  0.6904  2.82e-08
 3383    3.383    1    923.5    812.3       103.61       4.65  6.498e+01  1.459e-04  0.6903  2.82e-08
 3384    3.384    1    923.5    812.3       103.61       4.65  6.498e+01  1.459e-04  0.6902  2.82e-08
 3385    3.385    1    923.5    812.2       103.61       4.65  6.498e+01  1.460e-04  0.6901  2.82e-08
 3386    3.386    1    923.5    812.2       103.61       4.65  6.498e+01  1.460e-04  0.6899  2.81e-08
 3387    3.387    1    923.5    812.2       103.61       4.65  6.497e+01  1.461e-04  0.6898  2.81e-08
 3388    3.388    1    923.5    812.2       103.61       4.66  6.497e+01  1.461e-04  0.6897  2.81e-08
 3389    3.389    1    923.5    812.1       103.61       4.66  6.497e+01  1.461e-04  0.6896  2.81e-08
 3390    3.390    1    923.4    812.1       103.61       4.66  6.497e+01  1.462e-04  0.6895  2.81e-08
 3391    3.391    1    923.4    812.1       103.61       4.66  6.497e+01  1.462e-04  0.6894  2.81e-08
 3392    3.392    1    923.4    812.1       103.61       4.66  6.496e+01  1.463e-04  0.6893  2.81e-08
 3393    3.393    1    923.4    812.0       103.61       4.66  6.496e+01  1.463e-04  0.6892  2.81e-08
 3394    3.394    1    923.4    812.0       103.61       4.66  6.496e+01  1.464e-04  0.6891  2.81e-08
 3395    3.395    1    923.4    812.0       103.61       4.66  6.496e+01  1.464e-04  0.6890  2.81e-08
 3396    3.396    1    923.4    812.0       103.61       4.66  6.496e+01  1.465e-04  0.6889  2.81e-08
 3397    3.397    1    923.4    812.0       103.61       4.66  6.495e+01  1.465e-04  0.6888  2.81e-08
 3398    3.398    1    923.4    811.9       103.61       4.66  6.495e+01  1.466e-04  0.6887  2.81e-08
 3399    3.399    1    923.4    811.9       103.61       4.66  6.495e+01  1.466e-04  0.6886  2.81e-08
 3400    3.400    1    923.3    811.9       103.60       4.66  6.495e+01  1.467e-04  0.6885  2.81e-08
   >> t=3.400 s | 2-D flow: m_gen=+3.00e-04 m_vent=+2.86e-04 kg/s/m (Pfield=4.7 Pa) | chamber: Mdot_gen=+3.61e-01 mdot_vent=+3.61e-01 kg/s/m -> dP=+2.60 kPa
 3401    3.401    1    923.3    811.9       103.60       4.66  6.495e+01  1.467e-04  0.6884  2.81e-08
 3402    3.402    1    923.3    811.8       103.60       4.67  6.494e+01  1.468e-04  0.6883  2.81e-08
 3403    3.403    1    923.3    811.8       103.60       4.67  6.494e+01  1.468e-04  0.6882  2.81e-08
 3404    3.404    1    923.3    811.8       103.60       4.67  6.494e+01  1.469e-04  0.6880  2.81e-08
 3405    3.405    1    923.3    811.8       103.60       4.67  6.494e+01  1.469e-04  0.6879  2.81e-08
 3406    3.406    1    923.3    811.7       103.60       4.67  6.494e+01  1.470e-04  0.6878  2.81e-08
 3407    3.407    1    923.3    811.7       103.60       4.67  6.493e+01  1.470e-04  0.6877  2.81e-08
 3408    3.408    1    923.3    811.7       103.60       4.67  6.493e+01  1.471e-04  0.6876  2.81e-08
 3409    3.409    1    923.2    811.7       103.60       4.67  6.493e+01  1.471e-04  0.6875  2.81e-08
 3410    3.410    1    923.2    811.6       103.60       4.67  6.493e+01  1.472e-04  0.6874  2.81e-08
 3411    3.411    1    923.2    811.6       103.60       4.67  6.493e+01  1.472e-04  0.6873  2.81e-08
 3412    3.412    1    923.2    811.6       103.60       4.67  6.493e+01  1.473e-04  0.6872  2.81e-08
 3413    3.413    1    923.2    811.6       103.60       4.67  6.492e+01  1.473e-04  0.6871  2.81e-08
 3414    3.414    1    923.2    811.5       103.60       4.67  6.492e+01  1.474e-04  0.6870  2.81e-08
 3415    3.415    1    923.2    811.5       103.60       4.67  6.492e+01  1.474e-04  0.6869  2.81e-08
 3416    3.416    1    923.2    811.5       103.60       4.67  6.492e+01  1.475e-04  0.6868  2.81e-08
 3417    3.417    1    923.1    811.5       103.60       4.68  6.492e+01  1.475e-04  0.6867  2.81e-08
 3418    3.418    1    923.1    811.4       103.60       4.68  6.491e+01  1.476e-04  0.6866  2.81e-08
 3419    3.419    1    923.1    811.4       103.60       4.68  6.491e+01  1.476e-04  0.6865  2.80e-08
 3420    3.420    1    923.1    811.4       103.60       4.68  6.491e+01  1.477e-04  0.6864  2.80e-08
 3421    3.421    1    923.1    811.4       103.60       4.68  6.491e+01  1.477e-04  0.6863  2.80e-08
 3422    3.422    1    923.1    811.3       103.60       4.68  6.491e+01  1.478e-04  0.6862  2.80e-08
 3423    3.423    1    923.1    811.3       103.60       4.68  6.490e+01  1.478e-04  0.6860  2.80e-08
 3424    3.424    1    923.1    811.3       103.60       4.68  6.490e+01  1.479e-04  0.6859  2.80e-08
 3425    3.425    1    923.1    811.3       103.60       4.68  6.490e+01  1.479e-04  0.6858  2.80e-08
 3426    3.426    1    923.0    811.2       103.60       4.68  6.490e+01  1.480e-04  0.6857  2.80e-08
 3427    3.427    1    923.0    811.2       103.60       4.68  6.490e+01  1.480e-04  0.6856  2.80e-08
 3428    3.428    1    923.0    811.2       103.60       4.68  6.489e+01  1.480e-04  0.6855  2.80e-08
 3429    3.429    1    923.0    811.2       103.60       4.68  6.489e+01  1.481e-04  0.6854  2.80e-08
 3430    3.430    1    923.0    811.1       103.60       4.68  6.489e+01  1.481e-04  0.6853  2.80e-08
 3431    3.431    1    923.0    811.1       103.60       4.69  6.489e+01  1.482e-04  0.6852  2.80e-08
 3432    3.432    1    923.0    811.1       103.60       4.69  6.489e+01  1.482e-04  0.6851  2.80e-08
 3433    3.433    1    923.0    811.1       103.60       4.69  6.488e+01  1.483e-04  0.6850  2.80e-08
 3434    3.434    1    923.0    811.0       103.60       4.69  6.488e+01  1.483e-04  0.6849  2.80e-08
 3435    3.435    1    923.0    811.0       103.60       4.69  6.488e+01  1.484e-04  0.6848  2.80e-08
 3436    3.436    1    923.0    811.0       103.60       4.69  6.488e+01  1.484e-04  0.6847  2.80e-08
 3437    3.437    1    923.0    811.0       103.60       4.69  6.488e+01  1.485e-04  0.6846  2.80e-08
 3438    3.438    1    923.1    810.9       103.60       4.69  6.487e+01  1.485e-04  0.6845  2.80e-08
 3439    3.439    1    923.1    810.9       103.60       4.69  6.487e+01  1.486e-04  0.6844  2.80e-08
 3440    3.440    1    923.1    810.9       103.60       4.69  6.487e+01  1.486e-04  0.6843  2.80e-08
   >> t=3.440 s | 2-D flow: m_gen=+2.98e-04 m_vent=+2.84e-04 kg/s/m (Pfield=4.7 Pa) | chamber: Mdot_gen=+3.61e-01 mdot_vent=+3.61e-01 kg/s/m -> dP=+2.60 kPa
 3441    3.441    1    923.1    810.9       103.60       4.69  6.487e+01  1.487e-04  0.6842  2.80e-08
 3442    3.442    1    923.1    810.8       103.60       4.69  6.487e+01  1.487e-04  0.6841  2.80e-08
 3443    3.443    1    923.1    810.8       103.60       4.69  6.486e+01  1.488e-04  0.6839  2.80e-08
 3444    3.444    1    923.1    810.8       103.60       4.69  6.486e+01  1.488e-04  0.6838  2.80e-08
 3445    3.445    1    923.1    810.8       103.60       4.69  6.486e+01  1.489e-04  0.6837  2.80e-08
 3446    3.446    1    923.1    810.7       103.60       4.70  6.486e+01  1.489e-04  0.6836  2.80e-08
 3447    3.447    1    923.1    810.7       103.60       4.70  6.486e+01  1.490e-04  0.6835  2.80e-08
 3448    3.448    1    923.1    810.7       103.60       4.70  6.485e+01  1.490e-04  0.6834  2.80e-08
 3449    3.449    1    923.1    810.7       103.60       4.70  6.485e+01  1.491e-04  0.6833  2.80e-08
 3450    3.450    1    923.1    810.6       103.60       4.70  6.485e+01  1.491e-04  0.6832  2.80e-08
 3451    3.451    1    923.1    810.6       103.60       4.70  6.485e+01  1.492e-04  0.6831  2.80e-08
 3452    3.452    1    923.1    810.6       103.60       4.70  6.485e+01  1.492e-04  0.6830  2.80e-08
 3453    3.453    1    923.1    810.6       103.60       4.70  6.484e+01  1.493e-04  0.6829  2.80e-08
 3454    3.454    1    923.1    810.5       103.60       4.70  6.484e+01  1.493e-04  0.6828  2.80e-08
 3455    3.455    1    923.1    810.5       103.60       4.70  6.484e+01  1.494e-04  0.6827  2.79e-08
 3456    3.456    1    923.1    810.5       103.60       4.70  6.484e+01  1.494e-04  0.6826  2.79e-08
 3457    3.457    1    923.1    810.5       103.60       4.70  6.484e+01  1.495e-04  0.6825  2.79e-08
 3458    3.458    1    923.1    810.4       103.60       4.70  6.483e+01  1.495e-04  0.6824  2.79e-08
 3459    3.459    1    923.1    810.4       103.60       4.70  6.483e+01  1.496e-04  0.6823  2.79e-08
 3460    3.460    1    923.1    810.4       103.60       4.71  6.483e+01  1.496e-04  0.6822  2.79e-08
 3461    3.461    1    923.1    810.4       103.60       4.71  6.483e+01  1.497e-04  0.6821  2.79e-08
 3462    3.462    1    923.1    810.3       103.60       4.71  6.483e+01  1.497e-04  0.6819  2.79e-08
 3463    3.463    1    923.1    810.3       103.60       4.71  6.482e+01  1.498e-04  0.6818  2.79e-08
 3464    3.464    1    923.1    810.3       103.60       4.71  6.482e+01  1.498e-04  0.6817  2.79e-08
 3465    3.465    1    923.1    810.2       103.60       4.71  6.482e+01  1.499e-04  0.6816  2.79e-08
 3466    3.466    1    923.1    810.2       103.60       4.71  6.482e+01  1.499e-04  0.6815  2.79e-08
 3467    3.467    1    923.1    810.2       103.60       4.71  6.482e+01  1.500e-04  0.6814  2.79e-08
 3468    3.468    1    923.1    810.2       103.60       4.71  6.481e+01  1.500e-04  0.6813  2.79e-08
 3469    3.469    1    923.1    810.1       103.60       4.71  6.481e+01  1.501e-04  0.6812  2.79e-08
 3470    3.470    1    923.1    810.1       103.60       4.71  6.481e+01  1.501e-04  0.6811  2.79e-08
 3471    3.471    1    923.1    810.1       103.60       4.71  6.481e+01  1.501e-04  0.6810  2.79e-08
 3472    3.472    1    923.1    810.1       103.60       4.71  6.481e+01  1.502e-04  0.6809  2.79e-08
 3473    3.473    1    923.1    810.0       103.60       4.71  6.480e+01  1.502e-04  0.6808  2.79e-08
 3474    3.474    1    923.1    810.0       103.60       4.71  6.480e+01  1.503e-04  0.6807  2.79e-08
 3475    3.475    1    923.1    810.0       103.60       4.72  6.480e+01  1.503e-04  0.6806  2.79e-08
 3476    3.476    1    923.1    810.0       103.60       4.72  6.480e+01  1.504e-04  0.6805  2.79e-08
 3477    3.477    1    923.1    809.9       103.60       4.72  6.480e+01  1.504e-04  0.6804  2.79e-08
 3478    3.478    1    923.1    809.9       103.60       4.72  6.479e+01  1.505e-04  0.6803  2.79e-08
 3479    3.479    1    923.1    809.9       103.60       4.72  6.479e+01  1.505e-04  0.6802  2.79e-08
 3480    3.480    1    923.1    809.9       103.60       4.72  6.479e+01  1.506e-04  0.6801  2.79e-08
   >> t=3.480 s | 2-D flow: m_gen=+2.96e-04 m_vent=+2.82e-04 kg/s/m (Pfield=4.7 Pa) | chamber: Mdot_gen=+3.61e-01 mdot_vent=+3.61e-01 kg/s/m -> dP=+2.60 kPa
 3481    3.481    1    923.1    809.8       103.60       4.72  6.479e+01  1.506e-04  0.6799  2.79e-08
 3482    3.482    1    923.1    809.8       103.60       4.72  6.479e+01  1.507e-04  0.6798  2.79e-08
 3483    3.483    1    923.1    809.8       103.60       4.72  6.478e+01  1.507e-04  0.6797  2.79e-08
 3484    3.484    1    923.1    809.8       103.60       4.72  6.478e+01  1.508e-04  0.6796  2.79e-08
 3485    3.485    1    923.1    809.7       103.60       4.72  6.478e+01  1.508e-04  0.6795  2.79e-08
 3486    3.486    1    923.1    809.7       103.60       4.72  6.478e+01  1.509e-04  0.6794  2.79e-08
 3487    3.487    1    923.1    809.7       103.60       4.72  6.478e+01  1.509e-04  0.6793  2.79e-08
 3488    3.488    1    923.1    809.7       103.60       4.72  6.477e+01  1.510e-04  0.6792  2.79e-08
 3489    3.489    1    923.1    809.6       103.60       4.73  6.477e+01  1.510e-04  0.6791  2.79e-08
 3490    3.490    1    923.1    809.6       103.60       4.73  6.477e+01  1.511e-04  0.6790  2.79e-08
 3491    3.491    1    923.1    809.6       103.60       4.73  6.477e+01  1.511e-04  0.6789  2.79e-08
 3492    3.492    1    923.1    809.6       103.60       4.73  6.477e+01  1.512e-04  0.6788  2.79e-08
 3493    3.493    1    923.1    809.5       103.60       4.73  6.476e+01  1.512e-04  0.6787  2.79e-08
 3494    3.494    1    923.1    809.5       103.60       4.73  6.476e+01  1.513e-04  0.6786  2.79e-08
 3495    3.495    1    923.1    809.5       103.60       4.73  6.476e+01  1.513e-04  0.6785  2.79e-08
 3496    3.496    1    923.1    809.5       103.60       4.73  6.476e+01  1.514e-04  0.6784  2.79e-08
 3497    3.497    1    923.1    809.4       103.60       4.73  6.476e+01  1.514e-04  0.6783  2.79e-08
 3498    3.498    1    923.1    809.4       103.60       4.73  6.475e+01  1.515e-04  0.6782  2.79e-08
 3499    3.499    1    923.1    809.4       103.60       4.73  6.475e+01  1.515e-04  0.6781  2.79e-08
 3500    3.500    1    923.0    809.4       103.60       4.73  6.475e+01  1.516e-04  0.6779  2.79e-08
 3501    3.501    1    923.0    809.3       103.60       4.73  6.475e+01  1.516e-04  0.6778  2.79e-08
 3502    3.502    1    923.0    809.3       103.60       4.73  6.475e+01  1.517e-04  0.6777  2.79e-08
 3503    3.503    1    923.0    809.3       103.60       4.73  6.474e+01  1.517e-04  0.6776  2.79e-08
 3504    3.504    1    923.0    809.3       103.60       4.74  6.474e+01  1.518e-04  0.6775  2.79e-08
 3505    3.505    1    923.0    809.2       103.60       4.74  6.474e+01  1.518e-04  0.6774  2.79e-08
 3506    3.506    1    923.0    809.2       103.60       4.74  6.474e+01  1.519e-04  0.6773  2.79e-08
 3507    3.507    1    923.0    809.2       103.60       4.74  6.474e+01  1.519e-04  0.6772  2.79e-08
 3508    3.508    1    923.0    809.1       103.60       4.74  6.473e+01  1.520e-04  0.6771  2.79e-08
 3509    3.509    1    923.0    809.1       103.60       4.74  6.473e+01  1.520e-04  0.6770  2.79e-08
 3510    3.510    1    923.0    809.1       103.60       4.74  6.473e+01  1.521e-04  0.6769  2.79e-08
 3511    3.511    1    923.0    809.1       103.60       4.74  6.473e+01  1.521e-04  0.6768  2.79e-08
 3512    3.512    1    923.0    809.0       103.60       4.74  6.473e+01  1.522e-04  0.6767  2.79e-08
 3513    3.513    1    923.0    809.0       103.60       4.74  6.472e+01  1.522e-04  0.6766  2.79e-08
 3514    3.514    1    923.0    809.0       103.60       4.74  6.472e+01  1.523e-04  0.6765  2.79e-08
 3515    3.515    1    923.0    809.0       103.60       4.74  6.472e+01  1.523e-04  0.6764  2.79e-08
 3516    3.516    1    923.0    808.9       103.60       4.74  6.472e+01  1.524e-04  0.6763  2.79e-08
 3517    3.517    1    923.0    808.9       103.60       4.74  6.471e+01  1.524e-04  0.6762  2.79e-08
 3518    3.518    1    923.0    808.9       103.60       4.75  6.471e+01  1.525e-04  0.6760  2.79e-08
 3519    3.519    1    923.0    808.9       103.60       4.75  6.471e+01  1.525e-04  0.6759  2.79e-08
 3520    3.520    1    923.0    808.8       103.60       4.75  6.471e+01  1.526e-04  0.6758  2.79e-08
   >> t=3.520 s | 2-D flow: m_gen=+2.95e-04 m_vent=+2.81e-04 kg/s/m (Pfield=4.7 Pa) | chamber: Mdot_gen=+3.61e-01 mdot_vent=+3.61e-01 kg/s/m -> dP=+2.60 kPa
 3521    3.521    1    923.0    808.8       103.60       4.75  6.471e+01  1.526e-04  0.6757  2.78e-08
 3522    3.522    1    923.0    808.8       103.60       4.75  6.470e+01  1.527e-04  0.6756  2.78e-08
 3523    3.523    1    923.0    808.8       103.59       4.75  6.470e+01  1.527e-04  0.6755  2.78e-08
 3524    3.524    1    923.0    808.7       103.59       4.75  6.470e+01  1.528e-04  0.6754  2.78e-08
 3525    3.525    1    923.0    808.7       103.59       4.75  6.470e+01  1.528e-04  0.6753  2.78e-08
 3526    3.526    1    923.0    808.7       103.59       4.75  6.470e+01  1.529e-04  0.6752  2.78e-08
 3527    3.527    1    923.0    808.7       103.59       4.75  6.469e+01  1.529e-04  0.6751  2.78e-08
 3528    3.528    1    923.0    808.6       103.59       4.75  6.469e+01  1.530e-04  0.6750  2.78e-08
 3529    3.529    1    923.0    808.6       103.59       4.75  6.469e+01  1.530e-04  0.6749  2.78e-08
 3530    3.530    1    923.0    808.6       103.59       4.75  6.469e+01  1.531e-04  0.6748  2.78e-08
 3531    3.531    1    923.0    808.6       103.59       4.75  6.469e+01  1.531e-04  0.6747  2.78e-08
 3532    3.532    1    923.0    808.5       103.59       4.75  6.468e+01  1.532e-04  0.6746  2.78e-08
 3533    3.533    1    923.0    808.5       103.59       4.76  6.468e+01  1.532e-04  0.6745  2.78e-08
 3534    3.534    1    923.0    808.5       103.59       4.76  6.468e+01  1.533e-04  0.6744  2.78e-08
 3535    3.535    1    923.0    808.4       103.59       4.76  6.468e+01  1.533e-04  0.6743  2.78e-08
 3536    3.536    1    923.0    808.4       103.59       4.76  6.468e+01  1.534e-04  0.6741  2.78e-08
 3537    3.537    1    923.0    808.4       103.59       4.76  6.467e+01  1.534e-04  0.6740  2.78e-08
 3538    3.538    1    923.0    808.4       103.59       4.76  6.467e+01  1.535e-04  0.6739  2.78e-08
 3539    3.539    1    923.0    808.3       103.59       4.76  6.467e+01  1.535e-04  0.6738  2.78e-08
 3540    3.540    1    923.0    808.3       103.59       4.76  6.467e+01  1.536e-04  0.6737  2.78e-08
 3541    3.541    1    923.0    808.3       103.59       4.76  6.467e+01  1.536e-04  0.6736  2.78e-08
 3542    3.542    1    923.0    808.3       103.59       4.76  6.466e+01  1.536e-04  0.6735  2.78e-08
 3543    3.543    1    923.0    808.2       103.59       4.76  6.466e+01  1.537e-04  0.6734  2.78e-08
 3544    3.544    1    923.0    808.2       103.59       4.76  6.466e+01  1.537e-04  0.6733  2.78e-08
 3545    3.545    1    923.0    808.2       103.59       4.76  6.466e+01  1.538e-04  0.6732  2.78e-08
 3546    3.546    1    923.0    808.2       103.59       4.76  6.466e+01  1.538e-04  0.6731  2.78e-08
 3547    3.547    1    923.0    808.1       103.59       4.77  6.465e+01  1.539e-04  0.6730  2.78e-08
 3548    3.548    1    923.0    808.1       103.59       4.77  6.465e+01  1.539e-04  0.6729  2.78e-08
 3549    3.549    1    923.0    808.1       103.59       4.77  6.465e+01  1.540e-04  0.6728  2.78e-08
 3550    3.550    1    923.0    808.1       103.59       4.77  6.465e+01  1.540e-04  0.6727  2.78e-08
 3551    3.551    1    923.0    808.0       103.59       4.77  6.464e+01  1.541e-04  0.6726  2.78e-08
 3552    3.552    1    923.0    808.0       103.59       4.77  6.464e+01  1.541e-04  0.6725  2.78e-08
 3553    3.553    1    923.0    808.0       103.59       4.77  6.464e+01  1.542e-04  0.6723  2.78e-08
 3554    3.554    1    923.0    807.9       103.59       4.77  6.464e+01  1.542e-04  0.6722  2.78e-08
 3555    3.555    1    923.0    807.9       103.59       4.77  6.464e+01  1.543e-04  0.6721  2.78e-08
 3556    3.556    1    923.0    807.9       103.59       4.77  6.463e+01  1.543e-04  0.6720  2.78e-08
 3557    3.557    1    923.0    807.9       103.59       4.77  6.463e+01  1.544e-04  0.6719  2.78e-08
 3558    3.558    1    923.0    807.8       103.59       4.77  6.463e+01  1.544e-04  0.6718  2.78e-08
 3559    3.559    1    923.0    807.8       103.59       4.77  6.463e+01  1.545e-04  0.6717  2.78e-08
 3560    3.560    1    923.0    807.8       103.59       4.77  6.463e+01  1.545e-04  0.6716  2.78e-08
